task_run__calibration,task_run__created,task_run__finish_time,task_run__id,task_run__info,task_run__project_id,task_run__task_id,task_run__timeout,task_run__user_id,task_run__user_ip,task_runinfo__Days_Since_Last_Inspection,task_runinfo__Facility_Name,task_runinfo__Facility_State,task_runinfo__Facility_Street,task_runinfo__X_id,task_runinfo__area,task_runinfo__certain,task_runinfo__multiple,task_runinfo__skip,task_runinfo__task_id
None,2015-06-11T15:36:04.820531,2015-06-11T15:36:04.820552,2166625,"{""X_id"": ""ObjectID(52605257cdc3fd11fee772a1)"", ""task_id"": 502042, ""Facility_State"": ""AL"", ""skip"": 0, ""Facility_Name"": ""BROWNING FERRIS IND"", ""area"": [{""area"": 3180328.581959055, ""id"": ""OpenLayers_Feature_Vector_388"", ""area_geometry"": ""{\""type\"":\""Polygon\"",\""coordinates\"":[[[-88.22450829879868,30.395838954011445],[-88.21712685959017,30.396061053647347],[-88.21686936752477,30.395690887307452],[-88.21266366378924,30.395764920687515],[-88.21274949447742,30.392359327115958],[-88.20862962143096,30.392359327115958],[-88.20820046798833,30.389619959172176],[-88.20090485946797,30.392211255136647],[-88.20124818222155,30.393025648244212],[-88.19635583297888,30.395616853870525],[-88.19566918747083,30.396283152778224],[-88.19163514511254,30.396209119790974],[-88.19154931442439,30.392433363021052],[-88.18751527206521,30.392581434663708],[-88.18760110275427,30.38939784489135],[-88.19996072189453,30.385621824859687],[-88.20408059494187,30.385621824859687],[-88.20425225631821,30.38443716105205],[-88.20837212936557,30.383326525689192],[-88.20734216110395,30.381771614975257],[-88.21472360031247,30.381623526950076],[-88.21480943100154,30.37777315954048],[-88.21669770614753,30.37777315954048],[-88.21712685959017,30.38910169173169],[-88.22038842575225,30.388953614814834],[-88.22116090194844,30.38910169173169],[-88.22124673263662,30.392211255136647],[-88.2242508067333,30.392359327115958],[-88.2242508067333,30.392359327115958],[-88.22459412948777,30.394062138743426],[-88.22450829879868,30.395838954011445]]]}""}], ""Days_Since_Last_Inspection"": ""5511"", ""certain"": ""0"", ""Facility_Street"": ""3720 WARNER DR"", ""multiple"": 0}",1402,502042,None,3,None,5511,BROWNING FERRIS IND,AL,3720 WARNER DR,ObjectID(52605257cdc3fd11fee772a1),"[{u'area': 3180328.581959055, u'id': u'OpenLayers_Feature_Vector_388', u'area_geometry': u'{""type"":""Polygon"",""coordinates"":[[[-88.22450829879868,30.395838954011445],[-88.21712685959017,30.396061053647347],[-88.21686936752477,30.395690887307452],[-88.21266366378924,30.395764920687515],[-88.21274949447742,30.392359327115958],[-88.20862962143096,30.392359327115958],[-88.20820046798833,30.389619959172176],[-88.20090485946797,30.392211255136647],[-88.20124818222155,30.393025648244212],[-88.19635583297888,30.395616853870525],[-88.19566918747083,30.396283152778224],[-88.19163514511254,30.396209119790974],[-88.19154931442439,30.392433363021052],[-88.18751527206521,30.392581434663708],[-88.18760110275427,30.38939784489135],[-88.19996072189453,30.385621824859687],[-88.20408059494187,30.385621824859687],[-88.20425225631821,30.38443716105205],[-88.20837212936557,30.383326525689192],[-88.20734216110395,30.381771614975257],[-88.21472360031247,30.381623526950076],[-88.21480943100154,30.37777315954048],[-88.21669770614753,30.37777315954048],[-88.21712685959017,30.38910169173169],[-88.22038842575225,30.388953614814834],[-88.22116090194844,30.38910169173169],[-88.22124673263662,30.392211255136647],[-88.2242508067333,30.392359327115958],[-88.2242508067333,30.392359327115958],[-88.22459412948777,30.394062138743426],[-88.22450829879868,30.395838954011445]]]}'}]",0,0,0,502042
None,2015-06-11T15:37:07.007895,2015-06-11T15:37:07.007918,2166626,"{""X_id"": ""ObjectID(52605257cdc3fd11fee772a2)"", ""task_id"": 502043, ""Facility_State"": ""MS"", ""skip"": 0, ""Facility_Name"": ""BROWNING FERRIS IND - GREENVILLE"", ""area"": [{""area"": 1265644.1872630394, ""id"": ""OpenLayers_Feature_Vector_692"", ""area_geometry"": ""{\""type\"":\""Polygon\"",\""coordinates\"":[[[-90.96074628835214,33.40565344570366],[-90.96439409261502,33.40561762024379],[-90.96550989156569,33.40884185244179],[-90.9660248756947,33.40973745125892],[-90.96658277517453,33.41163609021118],[-90.96705484395271,33.41199431932197],[-90.96778440480888,33.41303317538768],[-90.96748399739805,33.41571981448387],[-90.96529531484752,33.41579145705513],[-90.96443700795685,33.41622131124298],[-90.9616045952428,33.41460934706751],[-90.95984506612862,33.41414366295724],[-90.95808553701444,33.41389290894111],[-90.95516729359875,33.41371379848549],[-90.95456647878606,33.41371379848549],[-90.9544806480934,33.40851943460723],[-90.95096158986502,33.408304488719345],[-90.95096158986502,33.40454284958514],[-90.95413732534074,33.40457867548823],[-90.95568227773673,33.404507023668025],[-90.95572519307858,33.405510143776254],[-90.95572519307858,33.404901107948966],[-90.95735597615827,33.405044410880976],[-90.95988798147044,33.405975874175525],[-90.96044588094131,33.405868398151206],[-90.96074628835214,33.40565344570366]]]}""}], ""Days_Since_Last_Inspection"": ""2207"", ""certain"": ""1"", ""Facility_Street"": ""LANDFILL ROAD"", ""multiple"": 0}",1402,502043,None,3,None,2207,BROWNING FERRIS IND - GREENVILLE,MS,LANDFILL ROAD,ObjectID(52605257cdc3fd11fee772a2),"[{u'area': 1265644.1872630394, u'id': u'OpenLayers_Feature_Vector_692', u'area_geometry': u'{""type"":""Polygon"",""coordinates"":[[[-90.96074628835214,33.40565344570366],[-90.96439409261502,33.40561762024379],[-90.96550989156569,33.40884185244179],[-90.9660248756947,33.40973745125892],[-90.96658277517453,33.41163609021118],[-90.96705484395271,33.41199431932197],[-90.96778440480888,33.41303317538768],[-90.96748399739805,33.41571981448387],[-90.96529531484752,33.41579145705513],[-90.96443700795685,33.41622131124298],[-90.9616045952428,33.41460934706751],[-90.95984506612862,33.41414366295724],[-90.95808553701444,33.41389290894111],[-90.95516729359875,33.41371379848549],[-90.95456647878606,33.41371379848549],[-90.9544806480934,33.40851943460723],[-90.95096158986502,33.408304488719345],[-90.95096158986502,33.40454284958514],[-90.95413732534074,33.40457867548823],[-90.95568227773673,33.404507023668025],[-90.95572519307858,33.405510143776254],[-90.95572519307858,33.404901107948966],[-90.95735597615827,33.405044410880976],[-90.95988798147044,33.405975874175525],[-90.96044588094131,33.405868398151206],[-90.96074628835214,33.40565344570366]]]}'}]",1,0,0,502043
None,2015-06-14T04:39:38.216315,2015-06-14T04:39:38.216332,2171091,"{""X_id"": ""ObjectID(52605257cdc3fd11fee772a3)"", ""task_id"": 502044, ""Facility_State"": ""NC"", ""skip"": 0, ""Facility_Name"": ""CALDWELL SYS INC"", ""area"": [{""area"": 370264.92435668426, ""id"": ""OpenLayers_Feature_Vector_361"", ""area_geometry"": ""{\""type\"":\""Polygon\"",\""coordinates\"":[[[-81.46512508461399,35.88128423522367],[-81.46495342323675,35.87843292631725],[-81.46319389412348,35.8786415621565],[-81.45671367714294,35.883579116618996],[-81.45907402107612,35.88570008423384],[-81.46521091530215,35.88423975196712],[-81.4653825766794,35.884065901093585],[-81.46512508461399,35.88128423522367]]]}""}, {""area"": 0, ""id"": ""OpenLayers_Feature_Vector_396"", ""area_geometry"": ""{\""type\"":\""Polygon\"",\""coordinates\"":[[[-81.4653825766794,35.884065901093585],[-81.46551132271209,35.88413544148908],[-81.4653825766794,35.884065901093585]]]}""}], ""Days_Since_Last_Inspection"": ""274"", ""certain"": ""0"", ""Facility_Street"": ""MT HERMON RD"", ""multiple"": 0}",1402,502044,None,None,62.30.16.4,274,CALDWELL SYS INC,NC,MT HERMON RD,ObjectID(52605257cdc3fd11fee772a3),"[{u'area': 370264.92435668426, u'id': u'OpenLayers_Feature_Vector_361', u'area_geometry': u'{""type"":""Polygon"",""coordinates"":[[[-81.46512508461399,35.88128423522367],[-81.46495342323675,35.87843292631725],[-81.46319389412348,35.8786415621565],[-81.45671367714294,35.883579116618996],[-81.45907402107612,35.88570008423384],[-81.46521091530215,35.88423975196712],[-81.4653825766794,35.884065901093585],[-81.46512508461399,35.88128423522367]]]}'}, {u'area': 0, u'id': u'OpenLayers_Feature_Vector_396', u'area_geometry': u'{""type"":""Polygon"",""coordinates"":[[[-81.4653825766794,35.884065901093585],[-81.46551132271209,35.88413544148908],[-81.4653825766794,35.884065901093585]]]}'}]",0,0,0,502044
None,2015-06-15T18:02:35.358283,2015-06-15T18:02:35.358303,2171974,"{""X_id"": ""ObjectID(52605257cdc3fd11fee772a4)"", ""task_id"": 502045, ""Facility_State"": ""KY"", ""skip"": 0, ""Facility_Name"": ""CATLETTSBURG REFINING LLC"", ""area"": [{""area"": 1165048.0839510616, ""id"": ""OpenLayers_Feature_Vector_345"", ""area_geometry"": ""{\""type\"":\""Polygon\"",\""coordinates\"":[[[-82.60103417987048,38.379642737179694],[-82.60249330157474,38.37836433202853],[-82.6033516084591,38.37742233483001],[-82.60481073016336,38.377153190520765],[-82.60506822222877,38.377960620445435],[-82.6036949312136,38.37822976175094],[-82.6034374391482,38.378969895179125],[-82.60584069842498,38.37910446408002],[-82.60541154498235,38.37742233483001],[-82.605239883606,38.37513457628501],[-82.59974671954349,38.37264487449629],[-82.5991459047236,38.36968403653526],[-82.5996608888544,38.36436768254469],[-82.60163499468946,38.365713631865326],[-82.60300828570554,38.36692496485404],[-82.60378076190177,38.36874192632402],[-82.6023216401975,38.369347570010426],[-82.60300828570554,38.370020501495695],[-82.60815812701361,38.36860733814962],[-82.60927392596429,38.36638659713951],[-82.60781480426004,38.367059556157116],[-82.60721398944106,38.368540043968885],[-82.60498239154062,38.368809220317026],[-82.60386659258992,38.364838767653616],[-82.60069085711692,38.36396389286796],[-82.59948922747807,38.363021708195426],[-82.59923173541267,38.35898363497876],[-82.59803010577383,38.36409848967667],[-82.59631349200416,38.36901110192127],[-82.59571267718519,38.37022237972097],[-82.59408189410371,38.37298132569021],[-82.59288026446487,38.37668218557017],[-82.59382440203831,38.380450139319315],[-82.60103417987048,38.379642737179694]]]}""}, {""area"": 193643.3885077615, ""id"": ""OpenLayers_Feature_Vector_465"", ""area_geometry"": ""{\""type\"":\""Polygon\"",\""coordinates\"":[[[-82.59210778826866,38.373317775319045],[-82.59296609515391,38.37082801101764],[-82.59227944964589,38.37035696489112],[-82.59262277239945,38.369616743355714],[-82.59416772479278,38.369818622707314],[-82.59528352374255,38.36692496485404],[-82.59399606341555,38.36658848550167],[-82.59614183062695,38.36423308623581],[-82.59597016925059,38.36187761031997],[-82.59399606341555,38.36187761031997],[-82.59313775653027,38.36658848550167],[-82.59107782000703,38.37291403557619],[-82.59090615862979,38.37399066988492],[-82.59210778826866,38.373317775319045]]]}""}, {""area"": 242881.2255562304, ""id"": ""OpenLayers_Feature_Vector_536"", ""area_geometry"": ""{\""type\"":\""Polygon\"",\""coordinates\"":[[[-82.60154916400128,38.3817957895267],[-82.59777261370841,38.382266761185114],[-82.59588433856153,38.38354509737304],[-82.59957505816624,38.38758180017235],[-82.60034753436244,38.387110863121755],[-82.60069085711692,38.38623625760537],[-82.60317994708278,38.38569803356985],[-82.6034374391482,38.384621573481596],[-82.60438157672073,38.384621573481596],[-82.60223580950934,38.383746937863776],[-82.60154916400128,38.3817957895267]]]}""}, {""area"": 101851.77656187085, ""id"": ""OpenLayers_Feature_Vector_601"", ""area_geometry"": ""{\""type\"":\""Polygon\"",\""coordinates\"":[[[-82.60704232806383,38.38744724704193],[-82.605239883606,38.38744724704193],[-82.60515405291694,38.38872549167185],[-82.60438157672073,38.38933096808444],[-82.60326577777096,38.38912914317684],[-82.60275079364015,38.38731269366191],[-82.60189248675488,38.38670720035172],[-82.6012916719359,38.390609179419535],[-82.60463906878614,38.39034008417353],[-82.60592652911404,38.389532792428774],[-82.60704232806383,38.38744724704193]]]}""}, {""area"": 22835.89601813415, ""id"": ""OpenLayers_Feature_Vector_651"", ""area_geometry"": ""{\""type\"":\""Polygon\"",\""coordinates\"":[[[-82.60935975665245,38.375538303637725],[-82.60910226458705,38.37439440362048],[-82.6073856508174,38.3739233807102],[-82.60695649737565,38.37466355819243],[-82.60781480426004,38.37526915231908],[-82.60935975665245,38.375538303637725]]]}""}], ""Days_Since_Last_Inspection"": ""53"", ""certain"": ""0"", ""Facility_Street"": ""11631 US RT 23"", ""multiple"": 0}",1402,502045,None,11291,None,53,CATLETTSBURG REFINING LLC,KY,11631 US RT 23,ObjectID(52605257cdc3fd11fee772a4),"[{u'area': 1165048.0839510616, u'id': u'OpenLayers_Feature_Vector_345', u'area_geometry': u'{""type"":""Polygon"",""coordinates"":[[[-82.60103417987048,38.379642737179694],[-82.60249330157474,38.37836433202853],[-82.6033516084591,38.37742233483001],[-82.60481073016336,38.377153190520765],[-82.60506822222877,38.377960620445435],[-82.6036949312136,38.37822976175094],[-82.6034374391482,38.378969895179125],[-82.60584069842498,38.37910446408002],[-82.60541154498235,38.37742233483001],[-82.605239883606,38.37513457628501],[-82.59974671954349,38.37264487449629],[-82.5991459047236,38.36968403653526],[-82.5996608888544,38.36436768254469],[-82.60163499468946,38.365713631865326],[-82.60300828570554,38.36692496485404],[-82.60378076190177,38.36874192632402],[-82.6023216401975,38.369347570010426],[-82.60300828570554,38.370020501495695],[-82.60815812701361,38.36860733814962],[-82.60927392596429,38.36638659713951],[-82.60781480426004,38.367059556157116],[-82.60721398944106,38.368540043968885],[-82.60498239154062,38.368809220317026],[-82.60386659258992,38.364838767653616],[-82.60069085711692,38.36396389286796],[-82.59948922747807,38.363021708195426],[-82.59923173541267,38.35898363497876],[-82.59803010577383,38.36409848967667],[-82.59631349200416,38.36901110192127],[-82.59571267718519,38.37022237972097],[-82.59408189410371,38.37298132569021],[-82.59288026446487,38.37668218557017],[-82.59382440203831,38.380450139319315],[-82.60103417987048,38.379642737179694]]]}'}, {u'area': 193643.3885077615, u'id': u'OpenLayers_Feature_Vector_465', u'area_geometry': u'{""type"":""Polygon"",""coordinates"":[[[-82.59210778826866,38.373317775319045],[-82.59296609515391,38.37082801101764],[-82.59227944964589,38.37035696489112],[-82.59262277239945,38.369616743355714],[-82.59416772479278,38.369818622707314],[-82.59528352374255,38.36692496485404],[-82.59399606341555,38.36658848550167],[-82.59614183062695,38.36423308623581],[-82.59597016925059,38.36187761031997],[-82.59399606341555,38.36187761031997],[-82.59313775653027,38.36658848550167],[-82.59107782000703,38.37291403557619],[-82.59090615862979,38.37399066988492],[-82.59210778826866,38.373317775319045]]]}'}, {u'area': 242881.2255562304, u'id': u'OpenLayers_Feature_Vector_536', u'area_geometry': u'{""type"":""Polygon"",""coordinates"":[[[-82.60154916400128,38.3817957895267],[-82.59777261370841,38.382266761185114],[-82.59588433856153,38.38354509737304],[-82.59957505816624,38.38758180017235],[-82.60034753436244,38.387110863121755],[-82.60069085711692,38.38623625760537],[-82.60317994708278,38.38569803356985],[-82.6034374391482,38.384621573481596],[-82.60438157672073,38.384621573481596],[-82.60223580950934,38.383746937863776],[-82.60154916400128,38.3817957895267]]]}'}, {u'area': 101851.77656187085, u'id': u'OpenLayers_Feature_Vector_601', u'area_geometry': u'{""type"":""Polygon"",""coordinates"":[[[-82.60704232806383,38.38744724704193],[-82.605239883606,38.38744724704193],[-82.60515405291694,38.38872549167185],[-82.60438157672073,38.38933096808444],[-82.60326577777096,38.38912914317684],[-82.60275079364015,38.38731269366191],[-82.60189248675488,38.38670720035172],[-82.6012916719359,38.390609179419535],[-82.60463906878614,38.39034008417353],[-82.60592652911404,38.389532792428774],[-82.60704232806383,38.38744724704193]]]}'}, {u'area': 22835.89601813415, u'id': u'OpenLayers_Feature_Vector_651', u'area_geometry': u'{""type"":""Polygon"",""coordinates"":[[[-82.60935975665245,38.375538303637725],[-82.60910226458705,38.37439440362048],[-82.6073856508174,38.3739233807102],[-82.60695649737565,38.37466355819243],[-82.60781480426004,38.37526915231908],[-82.60935975665245,38.375538303637725]]]}'}]",0,0,0,502045
None,2015-06-16T19:50:43.135616,2015-06-16T19:50:43.135644,2173032,"{""X_id"": ""ObjectID(52605257cdc3fd11fee772a5)"", ""task_id"": 502046, ""Facility_State"": ""FL"", ""skip"": 0, ""Facility_Name"": ""CEMEX LLC - MIAMI CEMENT MILL & SCL QUAR"", ""area"": [{""area"": 3888374.7803829033, ""id"": ""OpenLayers_Feature_Vector_464"", ""area_geometry"": ""{\""type\"":\""Polygon\"",\""coordinates\"":[[[-80.44154875412069,25.783010102978594],[-80.41674368515113,25.782391812936382],[-80.4176019920355,25.797152607484986],[-80.44172041549794,25.796843499736774],[-80.44137709274347,25.782700958359943],[-80.44154875412069,25.783010102978594]]]}""}], ""Days_Since_Last_Inspection"": ""142"", ""certain"": -1, ""Facility_Street"": ""1200 NW 137TH AVE"", ""multiple"": 0}",1402,502046,None,3927,None,142,CEMEX LLC - MIAMI CEMENT MILL & SCL QUAR,FL,1200 NW 137TH AVE,ObjectID(52605257cdc3fd11fee772a5),"[{u'area': 3888374.7803829033, u'id': u'OpenLayers_Feature_Vector_464', u'area_geometry': u'{""type"":""Polygon"",""coordinates"":[[[-80.44154875412069,25.783010102978594],[-80.41674368515113,25.782391812936382],[-80.4176019920355,25.797152607484986],[-80.44172041549794,25.796843499736774],[-80.44137709274347,25.782700958359943],[-80.44154875412069,25.783010102978594]]]}'}]",-1,0,0,502046
None,2015-06-16T19:50:55.451378,2015-06-16T19:50:55.451397,2173033,"{""X_id"": ""ObjectID(52605257cdc3fd11fee772a6)"", ""task_id"": 502047, ""Facility_State"": ""GA"", ""skip"": ""1"", ""Facility_Name"": ""CENTRAL GEORGIA ANCILLARY HEALTH SERVICE"", ""area"": 0, ""Days_Since_Last_Inspection"": ""1248"", ""certain"": -1, ""Facility_Street"": ""4269 CAVALIER DRIVE"", ""multiple"": 0}",1402,502047,None,3927,None,1248,CENTRAL GEORGIA ANCILLARY HEALTH SERVICE,GA,4269 CAVALIER DRIVE,ObjectID(52605257cdc3fd11fee772a6),0,-1,0,1,502047
None,2015-06-16T19:51:22.640155,2015-06-16T19:51:22.640171,2173034,"{""X_id"": ""ObjectID(52605257cdc3fd11fee772a7)"", ""task_id"": 502048, ""Facility_State"": ""SC"", ""skip"": 0, ""Facility_Name"": ""CHARLESTON COUNTY LANDFILL"", ""area"": [{""area"": 1211945.6455095513, ""id"": ""OpenLayers_Feature_Vector_773"", ""area_geometry"": ""{\""type\"":\""Polygon\"",\""coordinates\"":[[[-80.106436126954,32.81154620693035],[-80.11802326989893,32.82370046668896],[-80.11192929101654,32.82745100041211],[-80.10849606347722,32.8273788762574],[-80.10364662957909,32.82236610399685],[-80.10364662957909,32.818002237397195],[-80.10793816400279,32.815333320784475],[-80.10592114282319,32.81201509644798],[-80.106436126954,32.81154620693035]]]}""}], ""Days_Since_Last_Inspection"": ""never"", ""certain"": -1, ""Facility_Street"": ""1344 BEES FERRY RD"", ""multiple"": 0}",1402,502048,None,3927,None,never,CHARLESTON COUNTY LANDFILL,SC,1344 BEES FERRY RD,ObjectID(52605257cdc3fd11fee772a7),"[{u'area': 1211945.6455095513, u'id': u'OpenLayers_Feature_Vector_773', u'area_geometry': u'{""type"":""Polygon"",""coordinates"":[[[-80.106436126954,32.81154620693035],[-80.11802326989893,32.82370046668896],[-80.11192929101654,32.82745100041211],[-80.10849606347722,32.8273788762574],[-80.10364662957909,32.82236610399685],[-80.10364662957909,32.818002237397195],[-80.10793816400279,32.815333320784475],[-80.10592114282319,32.81201509644798],[-80.106436126954,32.81154620693035]]]}'}]",-1,0,0,502048
None,2015-06-16T19:52:04.783312,2015-06-16T19:52:04.783329,2173035,"{""X_id"": ""ObjectID(52605257cdc3fd11fee772a8)"", ""task_id"": 502049, ""Facility_State"": ""SC"", ""skip"": 0, ""Facility_Name"": ""CHARLESTON COUNTY SOLID WASTE & RECYCLIN"", ""area"": [{""area"": 536144.7400998047, ""id"": ""OpenLayers_Feature_Vector_1051"", ""area_geometry"": ""{\""type\"":\""Polygon\"",\""coordinates\"":[[[-79.92933114605036,32.80549599633333],[-79.92538293438025,32.804882787642825],[-79.92409547405325,32.805171356965594],[-79.92255052166082,32.80589277617237],[-79.9215205533992,32.807010964372196],[-79.92109139995657,32.808165208403295],[-79.9208768232357,32.80863411575953],[-79.92027600841583,32.809103020641864],[-79.92066224651393,32.81050972044431],[-79.92122014598927,32.81292630658329],[-79.92182096080913,32.81440508061498],[-79.92302259044709,32.81285417063544],[-79.92521127300392,32.81231314915815],[-79.9265845640191,32.81285417063544],[-79.92688497142905,32.8116639190367],[-79.9263270719537,32.8105457893775],[-79.92611249523283,32.810185099389244],[-79.92804368572335,32.80874232479805],[-79.92890199260773,32.807876648800985],[-79.92984613018118,32.806217412905305],[-79.92933114605036,32.805604209192424],[-79.92933114605036,32.80549599633333]]]}""}], ""Days_Since_Last_Inspection"": ""4659"", ""certain"": -1, ""Facility_Street"": ""13 ROMNEY ST"", ""multiple"": 0}",1402,502049,None,3927,None,4659,CHARLESTON COUNTY SOLID WASTE & RECYCLIN,SC,13 ROMNEY ST,ObjectID(52605257cdc3fd11fee772a8),"[{u'area': 536144.7400998047, u'id': u'OpenLayers_Feature_Vector_1051', u'area_geometry': u'{""type"":""Polygon"",""coordinates"":[[[-79.92933114605036,32.80549599633333],[-79.92538293438025,32.804882787642825],[-79.92409547405325,32.805171356965594],[-79.92255052166082,32.80589277617237],[-79.9215205533992,32.807010964372196],[-79.92109139995657,32.808165208403295],[-79.9208768232357,32.80863411575953],[-79.92027600841583,32.809103020641864],[-79.92066224651393,32.81050972044431],[-79.92122014598927,32.81292630658329],[-79.92182096080913,32.81440508061498],[-79.92302259044709,32.81285417063544],[-79.92521127300392,32.81231314915815],[-79.9265845640191,32.81285417063544],[-79.92688497142905,32.8116639190367],[-79.9263270719537,32.8105457893775],[-79.92611249523283,32.810185099389244],[-79.92804368572335,32.80874232479805],[-79.92890199260773,32.807876648800985],[-79.92984613018118,32.806217412905305],[-79.92933114605036,32.805604209192424],[-79.92933114605036,32.80549599633333]]]}'}]",-1,0,0,502049
None,2015-06-19T11:56:17.725462,2015-06-19T11:56:17.725482,2175495,"{""X_id"": ""ObjectID(52605257cdc3fd11fee772a9)"", ""task_id"": 502050, ""Facility_State"": ""NC"", ""skip"": ""1"", ""Facility_Name"": ""CHARLOTTE MOTOR SPEEDWAY LANDFILL V"", ""area"": 0, ""Days_Since_Last_Inspection"": ""2817"", ""certain"": -1, ""Facility_Street"": ""5105 MOOREHEAD ROAD"", ""multiple"": 0}",1402,502050,None,3924,None,2817,CHARLOTTE MOTOR SPEEDWAY LANDFILL V,NC,5105 MOOREHEAD ROAD,ObjectID(52605257cdc3fd11fee772a9),0,-1,0,1,502050
None,2015-06-19T11:56:22.021355,2015-06-19T11:56:22.021374,2175496,"{""X_id"": ""ObjectID(52605257cdc3fd11fee772aa)"", ""task_id"": 502051, ""Facility_State"": ""AL"", ""skip"": ""1"", ""Facility_Name"": ""CHEMICAL WASTE MANAGEMENT"", ""area"": 0, ""Days_Since_Last_Inspection"": ""45"", ""certain"": -1, ""Facility_Street"": ""36964 ALABAMA HIGHWAY 17 N"", ""multiple"": 0}",1402,502051,None,3924,None,45,CHEMICAL WASTE MANAGEMENT,AL,36964 ALABAMA HIGHWAY 17 N,ObjectID(52605257cdc3fd11fee772aa),0,-1,0,1,502051
None,2015-06-19T21:57:21.728931,2015-06-19T21:57:21.728951,2175969,"{""X_id"": ""ObjectID(52605257cdc3fd11fee772ab)"", ""task_id"": 502052, ""Facility_State"": ""NC"", ""skip"": 0, ""Facility_Name"": ""CITY OF CHARLOTTE MCALPINE CREEK WWTP"", ""area"": [{""area"": 3735253.17119445, ""id"": ""OpenLayers_Feature_Vector_258"", ""area_geometry"": ""{\""type\"":\""Polygon\"",\""coordinates\"":[[[-80.8937937249749,35.073379285934955],[-80.8746534814451,35.058064378959436],[-80.85619988342243,35.0741519803165],[-80.87087693115221,35.077734376847694],[-80.8937937249749,35.073379285934955]]]}""}], ""Days_Since_Last_Inspection"": ""6147"", ""certain"": -1, ""Facility_Street"": ""HWY 521"", ""multiple"": 0}",1402,502052,None,None,129.82.45.197,6147,CITY OF CHARLOTTE MCALPINE CREEK WWTP,NC,HWY 521,ObjectID(52605257cdc3fd11fee772ab),"[{u'area': 3735253.17119445, u'id': u'OpenLayers_Feature_Vector_258', u'area_geometry': u'{""type"":""Polygon"",""coordinates"":[[[-80.8937937249749,35.073379285934955],[-80.8746534814451,35.058064378959436],[-80.85619988342243,35.0741519803165],[-80.87087693115221,35.077734376847694],[-80.8937937249749,35.073379285934955]]]}'}]",-1,0,0,502052
None,2015-06-19T22:22:30.302340,2015-06-19T22:22:30.302356,2175994,"{""X_id"": ""ObjectID(52605257cdc3fd11fee772ac)"", ""task_id"": 502053, ""Facility_State"": ""SC"", ""skip"": 0, ""Facility_Name"": ""CITY OF FLORENCE FLORENCE COUNTY"", ""area"": [{""area"": 5245062.274726861, ""id"": ""OpenLayers_Feature_Vector_506"", ""area_geometry"": ""{\""type\"":\""Polygon\"",\""coordinates\"":[[[-79.78319453979537,34.20068951863739],[-79.76997661376983,34.186632660739576],[-79.75152301574718,34.19259646238211],[-79.75349712158224,34.2035290033984],[-79.7695474603272,34.20629740895389],[-79.77976131225604,34.20849787158709],[-79.7979574182133,34.20785903351518],[-79.78319453979537,34.20068951863739]]]}""}], ""Days_Since_Last_Inspection"": ""4007"", ""certain"": -1, ""Facility_Street"": ""180 N IRBY ST"", ""multiple"": 0}",1402,502053,None,None,129.82.45.197,4007,CITY OF FLORENCE FLORENCE COUNTY,SC,180 N IRBY ST,ObjectID(52605257cdc3fd11fee772ac),"[{u'area': 5245062.274726861, u'id': u'OpenLayers_Feature_Vector_506', u'area_geometry': u'{""type"":""Polygon"",""coordinates"":[[[-79.78319453979537,34.20068951863739],[-79.76997661376983,34.186632660739576],[-79.75152301574718,34.19259646238211],[-79.75349712158224,34.2035290033984],[-79.7695474603272,34.20629740895389],[-79.77976131225604,34.20849787158709],[-79.7979574182133,34.20785903351518],[-79.78319453979537,34.20068951863739]]]}'}]",-1,0,0,502053
